Id,Price
4567,147510.72468702734
5925,121138.46755283473
960,137591.28250230174
3848,122652.08354061906
746,163502.90255209064
868,392354.2495445487
672,116268.97511243886
2471,190594.15913794533
4510,122613.04757990854
8354,243976.26033144488
6393,177752.98386940343
13270,235983.60039836983
5250,286084.337401061
16751,179227.1016887019
11404,141577.42005083256
10588,344438.1400479402
14925,186773.6123150123
6791,221860.28977466802
16097,194994.750573063
16428,355833.73179314466
6945,349125.08372407325
3190,186500.43420213353
15709,470017.33704742655
13155,203186.46710325748
7675,189326.60774352678
14686,218063.70151215547
609,178435.04470463865
11155,92933.55892317645
10869,200083.7726783218
15742,180746.5626362518
9245,185197.3814301233
3340,172539.2766723143
2359,271169.9008324328
8070,216627.2594255874
13707,122623.28145136077
16079,240529.92572255424
15937,241630.47104724363
14090,180123.1103906678
9008,210877.88596880107
16384,187130.85139425204
11657,254190.46647640507
13151,166728.1690608824
8990,185593.6462588952
11857,195377.65679450278
1565,162583.4785777018
8174,116197.92673433543
9247,252296.35261208497
10478,212246.9680971779
15509,149616.06004961862
8306,215044.2142408738
6642,188665.20934777538
7472,220223.877987954
15989,139208.81590164508
13682,132913.0552935306
163,318637.6402225645
7076,174251.02365975778
7478,366483.01417787804
3029,192762.64267077998
1814,149572.6016728265
10057,141659.40756833067
15100,194914.02004097227
12694,236589.57756639007
6291,179643.24229014874
12603,186444.86177094243
3218,248435.29628700565
13456,130361.99242853394
10170,239202.65869079452
4530,138130.33407494932
13329,168825.65642913416
4820,139529.10552678574
10896,170714.12471914943
13416,111308.19962658957
2701,213244.5072662854
11265,351984.0662467766
9189,254254.24280399314
1858,175659.6672895838
14536,239035.55648626492
6199,308674.8842035029
14730,153190.99136600972
7510,279474.78847296047
15505,165943.1661936629
7446,198553.7727015043
14016,154273.3900403306
14113,112448.94846461645
8721,316792.99807872006
6193,324169.1119719257
5717,173651.6709757166
5427,307569.21986186533
9520,578675.0343633839
6869,100514.18365405581
1658,145104.67040124288
6639,190054.84249210544
6283,198401.81659238986
6257,123736.2880322603
15235,185006.07744280598
902,226446.06085740737
8932,198072.0495993357
16469,303832.124276905
2825,279682.97474156047
6450,436850.6815809289
11366,181954.8088372275
3801,345433.9808989622
11385,213508.02416794613
1079,194459.9016679827
3202,246591.30776019665
676,199180.3341221315
6185,289433.357355414
7730,160635.92809104137
2573,184760.5302091422
10978,207516.96974601757
10962,248179.69594470455
8870,197225.46905839792
8496,175536.11484254952
5517,175374.51431853816
927,191230.63150830127
13675,185659.7345811639
1499,228836.62282515666
15536,329765.853061619
8602,312599.3610752153
12137,390690.8535589711
9865,278545.33728957747
16353,285722.20354677824
15908,225313.89470955415
3944,178641.3702540085
10359,208710.12964658168
15158,230641.8386707096
3259,261784.64892823825
7220,318379.7030732388
13843,203369.9117117371
16736,177552.9993681874
702,244342.70059166074
16401,100766.86231733652
12134,175282.54774306304
6918,202490.5493933016
11792,151760.7958912245
3798,114279.7567720594
10395,125324.87567712029
11099,125460.10791295767
7090,200316.74550798725
11260,196672.61487464383
9647,199937.01724589177
2903,395213.04201604764
2071,182720.07469976225
8604,176392.42502458207
9346,193658.79214116707
3945,212838.0878492293
3420,147799.4212197581
10842,130516.4263889669
725,159096.15392858058
13931,216082.84654361298
16330,224347.63165803082
9066,430218.55325730325
3326,319716.8757994939
1556,274956.970343095
6579,100894.92550227948
13877,151789.58763486962
9857,320412.60561744584
7302,257395.17897978149
5684,184830.36133682556
6513,205867.19906703674
11342,118074.18096482949
16561,224293.6981128224
6885,174406.18474169887
9308,187689.50394064892
2559,175552.9098046091
6648,187896.44175100862
15260,157434.1389247194
5113,186756.29568035493
16492,205207.67824156268
12034,283015.44187862513
7248,209740.72111552826
2171,205278.4623394247
10594,164939.93155127886
13241,189468.8366829665
7032,146388.6321456378
4884,153573.89574187718
903,229881.03439196694
162,163075.77658408144
6566,231473.94069349326
8249,120692.8570523157
13106,206622.9691671858
256,122944.46104073651
7976,167100.6841532469
8575,165724.65079502214
7591,289244.5929471676
3204,230808.23886387813
15804,190086.2563213844
1525,288075.20227849396
9038,187117.48553923183
13628,196534.58514720562
10016,199082.35534205276
10208,237005.84979849868
2008,196296.83002706748
13029,198753.87136542986
5099,127775.35892196673
9923,257635.03834286076
9461,136524.93489591195
11086,171230.7485561216
15057,206657.88217195115
10689,173623.29619047616
2053,231493.84315505906
16630,171551.56507861297
4985,165786.17550207314
13881,221843.63414110386
13225,205079.4857661067
5779,67236.25959386169
10262,195750.7171052305
10762,212826.8907018068
9513,199760.06035395406
11128,150530.00022495986
2074,310727.4683126582
933,199547.8021372319
2780,195084.1785232058
6594,112371.07434477855
15394,332411.0205927363
14863,131877.53524309513
6698,222196.25711779826
1611,281413.410670673
174,190546.5401178366
5160,201202.12094038952
3295,340914.613228374
4559,366780.6526418484
8254,171556.6997451532
10228,107158.41123946682
13924,130636.23422814783
15341,243492.74418239883
4353,199833.0570014412
4334,66959.15220157515
1872,143003.11364331102
7823,180690.53719221547
310,147242.89625031498
3704,243217.80006949772
11615,232560.45580488502
6605,221471.71992587356
3381,197934.12478309945
2143,144055.79477853377
3191,243005.10694890673
13980,128982.57770675454
15613,170727.46158072597
10943,291270.48421527125
9654,101920.75290471815
16053,424288.1658254376
14931,221704.8850654539
8299,207836.09944956086
2147,166320.84171281414
11567,395901.31856009195
5905,137597.031795932
11160,111117.14739047548
8275,147645.68175145495
16398,271853.278281774
11229,189833.8041493478
10309,159549.9675229388
7340,268062.03076898825
7653,158616.73920033668
272,187627.6002403424
9831,235475.16990336563
5016,129873.35510239954
5968,83797.48477859498
796,251256.174349895
12123,138578.94014075046
16629,189378.61226321716
2637,160105.92799252228
6194,227088.0497831763
6216,444701.05422427953
14346,165380.48720838412
6428,131384.02362477948
